:START_ID,:END_ID,:TYPE
NG_1电厂10号机组,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
XQ01XQ11,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
凝结水泵A电流,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
A,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
测点SGC.YIXING_2.20LAB72AA005YB01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
SGC.YIXING_2.20LAB72AA005YB01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
005,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
LAB主系统的72区域,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
YIXING_2电厂20号机组,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
YB01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
测点SGC.CHANGXING_1.10LAE02CF101XQ01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
SGC.CHANGXING_1.10LAE02CF101XQ01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
CF,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
LAE主系统的02区域,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
高压旁路喷水流量1,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
t/h,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
测点SGC.CUISHANHU_2.20MBL11AA050XM61,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
SGC.CUISHANHU_2.20MBL11AA050XM61,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
050,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
MBL主系统的11区域,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
CUISHANHU_2电厂20号机组,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
XM61,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
SOV AUX. CONTACT INCONSISTENCY,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
SGC.FENGQUAN_2.20MKY01EZ245XB01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
EZ,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
245,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
MKY主系统的01区域,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
FENGQUAN_2电厂20号机组,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
XB01,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
GEN. GCB FAILURE PROTECTION CH.B,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
测点SGC.HEFEI_1.01LAC20BG121,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
SGC.HEFEI_1.01LAC20BG121,0e1dc013f59eb35209412d79148f9b2f19b8cf015e88a594ab146b9e7d4d479f,Source
