:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
测点SGC.CHUZHOU_2.02MBL13CP101XQ01,SGC.CHUZHOU_2.02MBL13CP101XQ01,对应的KKS码为,"['关联代码', '对应编码', '对应标识', '关联码']",[],37,Relation
测点SGC.CHUZHOU_2.02MBL13CP101XQ01,CP,监测的设备类型是,"['监控仪器', '监测设备', '检测装置', '监测工具']",[],38,Relation
测点SGC.CHUZHOU_2.02MBL13CP101XQ01,101,监测的设备序列号是,"['设备编号', '监测标识', '序列标识', '设备标识']",[],39,Relation
测点SGC.CHUZHOU_2.02MBL13CP101XQ01,MBL主系统的13区域,位于,"['在...之中', '置于', '所在地', '定位', '处于...位置']",[],40,Relation
测点SGC.CHUZHOU_2.02MBL13CP101XQ01,CHUZHOU_2电厂02号机组,应用于,"['适用', '作用于', '运用', '应用', '实施']",[],41,Relation
测点SGC.CHUZHOU_2.02MBL13CP101XQ01,XQ01,无效代码标识为,"['标记为无效', '识别为错误', '标注为无用', '标示为非法']",[],42,Relation
NG_1电厂10号机组,XQ01XQ11,测点无效代码标识为,"['代码标注', '标记无效', '无效标记', '无效标识']",[],43,Relation
NG_1电厂10号机组,凝结水泵A电流,功能描述为,"['执行作用', '实现功能', '提供服务', '承担职责']",[],44,Relation
NG_1电厂10号机组,A,测点测量值单位为,"['量纲', '测量单位', '单位类型', '计量单位', '单位']",[],45,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,SGC.YIXING_2.20LAB72AA005YB01,对应的KKS码为,"['关联代码', '对应编码', '对应标识', '关联码']",[],46,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,AA,监测的设备类型是,"['监控仪器', '监测设备', '检测装置', '监测工具']",[],47,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,005,监测的设备序列号是,"['设备编号', '监测标识', '序列标识', '设备标识']",[],48,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,LAB主系统的72区域,位于,"['在...之中', '置于', '所在地', '定位', '处于...位置']",[],49,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,YIXING_2电厂20号机组,应用于,"['适用', '作用于', '运用', '应用', '实施']",[],50,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,YB01,无效代码标识为,"['标记为无效', '识别为错误', '标注为无用', '标示为非法']",[],51,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,null,功能描述为,"['执行作用', '实现功能', '提供服务', '承担职责']",[],52,Relation
测点SGC.YIXING_2.20LAB72AA005YB01,null,测量值单位为,"['单位制', '量纲', '测量单位', '标度', '单位']",[],53,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,SGC.CHANGXING_1.10LAE02CF101XQ01,对应的KKS码为,"['关联代码', '对应编码', '对应标识', '关联码']",[],54,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,CF,监测的设备类型是,"['监控仪器', '监测设备', '检测装置', '监测工具']",[],55,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,101,监测的设备序列号是,"['设备编号', '监测标识', '序列标识', '设备标识']",[],56,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,LAE主系统的02区域,位于,"['在...之中', '置于', '所在地', '定位', '处于...位置']",[],57,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,CHANGXING_1电厂10号机组,应用于,"['适用', '作用于', '运用', '应用', '实施']",[],58,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,XQ01,无效代码标识为,"['标记为无效', '识别为错误', '标注为无用', '标示为非法']",[],59,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,高压旁路喷水流量1,功能描述为,"['执行作用', '实现功能', '提供服务', '承担职责']",[],60,Relation
测点SGC.CHANGXING_1.10LAE02CF101XQ01,t/h,测量值单位为,"['单位制', '量纲', '测量单位', '标度', '单位']",[],61,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,SGC.CUISHANHU_2.20MBL11AA050XM61,对应的KKS码为,"['关联代码', '对应编码', '对应标识', '关联码']",[],62,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,AA,监测的设备类型是,"['监控仪器', '监测设备', '检测装置', '监测工具']",[],63,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,050,监测的设备序列号是,"['设备编号', '监测标识', '序列标识', '设备标识']",[],64,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,MBL主系统的11区域,位于,"['在...之中', '置于', '所在地', '定位', '处于...位置']",[],65,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,CUISHANHU_2电厂20号机组,应用于,"['适用', '作用于', '运用', '应用', '实施']",[],66,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,XM61,无效代码标识为,"['标记为无效', '识别为错误', '标注为无用', '标示为非法']",[],67,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,SOV AUX. CONTACT INCONSISTENCY,功能描述为,"['执行作用', '实现功能', '提供服务', '承担职责']",[],68,Relation
测点SGC.CUISHANHU_2.20MBL11AA050XM61,null,测量值单位为,"['单位制', '量纲', '测量单位', '标度', '单位']",[],69,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,SGC.FENGQUAN_2.20MKY01EZ245XB01,对应的KKS码为,"['关联代码', '对应编码', '对应标识', '关联码']",[],70,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,EZ,监测的设备类型是,"['监控仪器', '监测设备', '检测装置', '监测工具']",[],71,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,245,监测的设备序列号是,"['设备编号', '监测标识', '序列标识', '设备标识']",[],72,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,MKY主系统的01区域,位于,"['在...之中', '置于', '所在地', '定位', '处于...位置']",[],73,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,FENGQUAN_2电厂20号机组,应用于,"['适用', '作用于', '运用', '应用', '实施']",[],74,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,XB01,无效代码标识为,"['标记为无效', '识别为错误', '标注为无用', '标示为非法']",[],75,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,GEN. GCB FAILURE PROTECTION CH.B,功能描述为,"['执行作用', '实现功能', '提供服务', '承担职责']",[],76,Relation
测点SGC.FENGQUAN_2.20MKY01EZ245XB01,null,测量值单位为,"['单位制', '量纲', '测量单位', '标度', '单位']",[],77,Relation
测点SGC.HEFEI_1.01LAC20BG121,SGC.HEFEI_1.01LAC20BG121,对应的KKS码为,"['关联代码', '对应编码', '对应标识', '关联码']",[],78,Relation
测点SGC.HEFEI_1.01LAC20BG121,BG,监测的设备类型是,"['监控仪器', '监测设备', '检测装置', '监测工具']",[],79,Relation
