:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
SGC.HEFEI_2.02PAC01UC020XQ01,循环水泵2变频器柜电机电流,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],69,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],70,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,UC020,用于监测设备,"['监测工具', '监测系统', '监测设备', '监测装置']",[],71,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,UC,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],72,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,020,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],73,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,HEFEI_2 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],74,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,02 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],75,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,01 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],76,Relation
SGC.HEFEI_2.02PAC01UC020XQ01,PAC 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],77,Relation
CHUZHOU_1 电厂,10 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],78,Relation
10 号机组,MBY 主系统,配置,"['安排', '设置', '配备', '布置']",[],79,Relation
MBY 主系统,10 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],80,Relation
10 区域,设备 DU061,部署,"['实施', '配置', '安排', '布置', '派遣']",[],81,Relation
设备 DU061,DU,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],82,Relation
设备 DU061,061,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],83,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,10MBY10DU061XQ01,核心 KKS 码为,"['核心代码', '关键编码', '标识关联', '核心标识']",[],84,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,XQ01,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],85,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,null,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],86,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],87,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,DU061,用于监测设备,"['监测工具', '监测系统', '监测设备', '监测装置']",[],88,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,DU,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],89,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,061,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],90,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,CHUZHOU_1 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],91,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,10 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],92,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,10 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],93,Relation
SGC.CHUZHOU_1.10MBY10DU061XQ01,MBY 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],94,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,02PAC01UC020XQ02,核心 KKS 码为,"['核心代码', '关键编码', '标识关联', '核心标识']",[],95,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,XQ02,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],96,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,循环水泵2变频器柜电机电压,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],97,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],98,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,UC020,用于监测设备,"['监测工具', '监测系统', '监测设备', '监测装置']",[],99,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,UC,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],100,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,020,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],101,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,HEFEI_2 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],102,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,02 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],103,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,01 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],104,Relation
SGC.HEFEI_2.02PAC01UC020XQ02,PAC 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],105,Relation
ZHOUKOU_2 电厂,20 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],106,Relation
20 号机组,LAE 主系统,配置,"['安排', '设置', '配备', '布置']",[],107,Relation
LAE 主系统,90 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],108,Relation
90 区域,设备 CF101,部署,"['实施', '配置', '安排', '布置', '派遣']",[],109,Relation
设备 CF101,CF,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],110,Relation
设备 CF101,101,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],111,Relation
SGC.ZHOUKOU_2.20LAE90CF101_COMP,20LAE90CF101_COMP,核心 KKS 码为,"['核心代码', '关键编码', '标识关联', '核心标识']",[],112,Relation
SGC.ZHOUKOU_2.20LAE90CF101_COMP,_COMP,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],113,Relation
DANYANG_2.21MBV30CP901XG02,MBV 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],114,Relation
CHUZHOU_1 电厂,10 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],115,Relation
10 号机组,MBH 主系统,配置,"['安排', '设置', '配备', '布置']",[],116,Relation
MBH 主系统,22 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],117,Relation
22 区域,设备 CP102,部署,"['实施', '配置', '安排', '布置', '派遣']",[],118,Relation
设备 CP102,CP,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],119,Relation
设备 CP102,102,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],120,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,10MBH22CP102XQ01,的核心KKS码为,"['主要代码', '核心码', '核心标识', '核心编码']",[],121,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,XQ01,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],122,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,null,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],123,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],124,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,设备 CP102,用于监测,"['侦测工具', '监测用途', '监控功能', '用于检测']",[],125,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,CP,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],126,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,102,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],127,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,CHUZHOU_1 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],128,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,10 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],129,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,22 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],130,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,MBH 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],131,Relation
YIXING_1 电厂,10 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],132,Relation
10 号机组,MAV 主系统,配置,"['安排', '设置', '配备', '布置']",[],133,Relation
MAV 主系统,21 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],134,Relation
21 区域,设备 AP022,部署,"['实施', '配置', '安排', '布置', '派遣']",[],135,Relation
设备 AP022,AP,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],136,Relation
设备 AP022,022,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],137,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,10MAV21AP022YB02,的核心KKS码为,"['主要代码', '核心码', '核心标识', '核心编码']",[],138,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,YB02,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],139,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,null,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],140,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],141,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,设备 AP022,用于监测,"['侦测工具', '监测用途', '监控功能', '用于检测']",[],142,Relation
SGC.YIXING_1.10MAV21AP022YB02,AP,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],143,Relation
SGC.YIXING_1.10MAV21AP022YB02,022,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],144,Relation
SGC.YIXING_1.10MAV21AP022YB02,YIXING_1 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],145,Relation
SGC.YIXING_1.10MAV21AP022YB02,10 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],146,Relation
SGC.YIXING_1.10MAV21AP022YB02,21 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],147,Relation
SGC.YIXING_1.10MAV21AP022YB02,MAV 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],148,Relation
JIANGYIN_2 电厂,20 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],149,Relation
20 号机组,MAD 主系统,配置,"['安排', '设置', '配备', '布置']",[],150,Relation
MAD 主系统,12 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],151,Relation
12 区域,设备 CY011,部署,"['实施', '配置', '安排', '布置', '派遣']",[],152,Relation
设备 CY011,CY,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],153,Relation
设备 CY011,011,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],154,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,20MAD12CY011XQ01,的核心KKS码为,"['主要代码', '核心码', '核心标识', '核心编码']",[],155,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,XQ01,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],156,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,ST AX BRG S POSN,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],157,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,mm,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],158,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,设备 CY011,用于监测,"['侦测工具', '监测用途', '监控功能', '用于检测']",[],159,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,CY,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],160,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,011,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],161,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,JIANGYIN_2 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],162,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,20 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],163,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,12 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],164,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,MAD 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],165,Relation
CHANGXING_1 电厂,10 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],166,Relation
10 号机组,CJA 主系统,配置,"['安排', '设置', '配备', '布置']",[],167,Relation
CJA 主系统,00 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],168,Relation
00 区域,设备 DT100,部署,"['实施', '配置', '安排', '布置', '派遣']",[],169,Relation
设备 DT100,DT,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],170,Relation
设备 DT100,100,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],171,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,10CJA00DT100STORE,的核心KKS码为,"['主要代码', '核心码', '核心标识', '核心编码']",[],172,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,STORE,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],173,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,UNIT TEMP SETP GT,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],174,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],175,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,_XK94,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],176,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,null,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],177,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,null,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],178,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,EZ621,用于监测设备,"['监测工具', '监测系统', '监测设备', '监测装置']",[],179,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,EZ,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],180,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,621,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],181,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,YIXING_1 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],182,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,10 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],183,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,50 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],184,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,MAA 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],185,Relation
67. SIHUI_2 电厂,20 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],186,Relation
20 号机组,MBA 主系统,配置,"['安排', '设置', '配备', '布置']",[],187,Relation
MBA 主系统,26 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],188,Relation
26 区域,设备 CT108,部署,"['实施', '配置', '安排', '布置', '派遣']",[],189,Relation
设备 CT108,CT,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],190,Relation
设备 CT108,108,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],191,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,20MBA26CT108AXQ01,核心 KKS 码为,"['核心代码', '关键编码', '标识关联', '核心标识']",[],192,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,AXQ01,无效代码标识为,"['标记为无效', '标示为非法', '识别为无效', '标注为错误']",[],193,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,TURBINE EXHAUST GAS TEMP A 8,功能描述为,"['实现功能', '执行作用', '承担职责', '提供服务']",[],194,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,°,测量值单位为,"['单位制', '单位', '量纲', '测量单位', '标准单位']",[],195,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,CT108,用于监测设备,"['监测工具', '监测系统', '监测设备', '监测装置']",[],196,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,CT,用于监测的设备类型为,"['测量仪器', '监控工具', '传感装置', '检测装置', '监测设备']",[],197,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,108,用于监测的设备序列号为,"['监测设备编号', '设备监测标识', '监测用序列号', '监测编号关联']",[],198,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,SIHUI_2 电厂,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],199,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,20 号机组,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],200,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,26 区域,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],201,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,MBA 主系统,位于,"['处于', '置于', '定位', '所在地', '在...之中']",[],202,Relation
68. GANLU_1 电厂,10 号机组,包含,"['包含在内', '容纳', '包含', '涵盖', '包括']",[],203,Relation
10 号机组,MBH 主系统,配置,"['安排', '设置', '配备', '布置']",[],204,Relation
MBH 主系统,22 区域,划分,"['分类', '分割', '划分范围', '划分界限', '区分']",[],205,Relation
22 区域,设备 AA102,部署,"['实施', '配置', '安排', '布置', '派遣']",[],206,Relation
设备 AA102,AA,设备类型是,"['设备类别', '设备分类', '属于类型', '类型归属']",[],207,Relation
设备 AA102,102,设备序列号是,"['唯一识别码', '设备唯一码', '设备编码', '序列标识']",[],208,Relation
