:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
测点SGC.HEFEI_1.01LAC20BG112,20 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],48,Relation
测点SGC.HEFEI_1.01LAC20BG112,LAC 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],49,Relation
20 区域,设备 BG113,部署,"['部署到位', '设置', '安排', '布置']",[],50,Relation
设备 BG113,BG,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],51,Relation
设备 BG113,113,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],52,Relation
测点SGC.DANYANG_2.20MAY10EC001_ESVCLSD,设备 EC001,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],53,Relation
测点SGC.DANYANG_2.20MAY10EC001_ESVCLSD,EC,用于监测的设备类型是,"['检测装置', '监测设备', '监控仪器', '监测工具', '测量设备']",[],54,Relation
测点SGC.DANYANG_2.20MAY10EC001_ESVCLSD,001,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],55,Relation
测点SGC.DANYANG_2.20MAY10EC001_ESVCLSD,DANYANG_2 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],56,Relation
测点SGC.DANYANG_2.20MAY10EC001_ESVCLSD,20 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],57,Relation
测点SGC.DANYANG_2.20MAY10EC001_ESVCLSD,10 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],58,Relation
测点SGC.DANYANG_2.20MAY10EC001_ESVCLSD,MAY 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],59,Relation
24. HEFEI_2 电厂,02 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],60,Relation
02 号机组,PAC 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],61,Relation
PAC 主系统,01 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],62,Relation
01 区域,设备 UC020,部署,"['部署到位', '设置', '安排', '布置']",[],63,Relation
设备 UC020,UC,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],64,Relation
设备 UC020,020,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],65,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,02PAC01UC020XQ01,核心 KKS 码为,"['关联码', '对应', '关联', '核心编码']",[],66,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,XQ01,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],67,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,循环水泵2变频器柜电机电流,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],68,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],69,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,设备 UC020,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],70,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,UC,用于监测的设备类型是,"['检测装置', '监测设备', '监控仪器', '监测工具', '测量设备']",[],71,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,020,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],72,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,HEFEI_2 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],73,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,02 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],74,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,01 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],75,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ01,PAC 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],76,Relation
25. CHUZHOU_1 电厂,10 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],77,Relation
10 号机组,MBY 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],78,Relation
MBY 主系统,10 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],79,Relation
10 区域,设备 DU061,部署,"['部署到位', '设置', '安排', '布置']",[],80,Relation
设备 DU061,DU,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],81,Relation
设备 DU061,061,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],82,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,10MBY10DU061XQ01,核心 KKS 码为,"['关联码', '对应', '关联', '核心编码']",[],83,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,XQ01,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],84,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,null,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],85,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],86,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,设备 DU061,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],87,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,DU,用于监测的设备类型是,"['检测装置', '监测设备', '监控仪器', '监测工具', '测量设备']",[],88,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,061,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],89,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,CHUZHOU_1 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],90,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,10 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],91,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,10 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],92,Relation
测点SGC.CHUZHOU_1.10MBY10DU061XQ01,MBY 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],93,Relation
26. HEFEI_2 电厂,02 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],94,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,02PAC01UC020XQ02,核心 KKS 码为,"['关联码', '对应', '关联', '核心编码']",[],95,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,XQ02,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],96,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,循环水泵2变频器柜电机电压,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],97,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],98,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,设备 UC020,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],99,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,UC,用于监测的设备类型是,"['检测装置', '监测设备', '监控仪器', '监测工具', '测量设备']",[],100,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,020,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],101,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,HEFEI_2 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],102,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,02 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],103,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,01 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],104,Relation
测点SGC.HEFEI_2.02PAC01UC020XQ02,PAC 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],105,Relation
27. ZHOUKOU_2 电厂,20,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],106,Relation
DANYANG_2.21MBV30CP901XG02,MBV 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],107,Relation
CHUZHOU_1 电厂,10 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],108,Relation
10 号机组,MBH 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],109,Relation
MBH 主系统,22 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],110,Relation
22 区域,设备 CP102,部署,"['部署到位', '设置', '安排', '布置']",[],111,Relation
设备 CP102,CP,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],112,Relation
设备 CP102,102,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],113,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,10MBH22CP102XQ01,的核心KKS码为,"['核心标识', '核心代码', '核心编码']",[],114,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,XQ01,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],115,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,null,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],116,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],117,Relation
测点SGC.CHUZHOU_1.10MBH22CP102XQ01,设备 CP102,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],118,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,CP,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],119,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,102,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],120,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,CHUZHOU_1 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],121,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,10 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],122,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,22 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],123,Relation
SGC.CHUZHOU_1.10MBH22CP102XQ01,MBH 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],124,Relation
YIXING_1 电厂,10 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],125,Relation
10 号机组,MAV 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],126,Relation
MAV 主系统,21 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],127,Relation
21 区域,设备 AP022,部署,"['部署到位', '设置', '安排', '布置']",[],128,Relation
设备 AP022,AP,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],129,Relation
设备 AP022,022,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],130,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,10MAV21AP022YB02,的核心KKS码为,"['核心标识', '核心代码', '核心编码']",[],131,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,YB02,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],132,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,null,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],133,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],134,Relation
测点SGC.YIXING_1.10MAV21AP022YB02,设备 AP022,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],135,Relation
SGC.YIXING_1.10MAV21AP022YB02,AP,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],136,Relation
SGC.YIXING_1.10MAV21AP022YB02,022,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],137,Relation
SGC.YIXING_1.10MAV21AP022YB02,YIXING_1 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],138,Relation
SGC.YIXING_1.10MAV21AP022YB02,10 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],139,Relation
SGC.YIXING_1.10MAV21AP022YB02,21 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],140,Relation
SGC.YIXING_1.10MAV21AP022YB02,MAV 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],141,Relation
JIANGYIN_2 电厂,20 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],142,Relation
20 号机组,MAD 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],143,Relation
MAD 主系统,12 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],144,Relation
12 区域,设备 CY011,部署,"['部署到位', '设置', '安排', '布置']",[],145,Relation
设备 CY011,CY,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],146,Relation
设备 CY011,011,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],147,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,20MAD12CY011XQ01,的核心KKS码为,"['核心标识', '核心代码', '核心编码']",[],148,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,XQ01,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],149,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,ST AX BRG S POSN,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],150,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,mm,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],151,Relation
测点SGC.JIANGYIN_2.20MAD12CY011XQ01,设备 CY011,用于监测,"['用于检测', '侦测工具', '监控功能', '监测用途']",[],152,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,CY,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],153,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,011,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],154,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,JIANGYIN_2 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],155,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,20 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],156,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,12 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],157,Relation
SGC.JIANGYIN_2.20MAD12CY011XQ01,MAD 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],158,Relation
CHANGXING_1 电厂,10 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],159,Relation
10 号机组,CJA 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],160,Relation
CJA 主系统,00 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],161,Relation
00 区域,设备 DT100,部署,"['部署到位', '设置', '安排', '布置']",[],162,Relation
设备 DT100,DT,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],163,Relation
设备 DT100,100,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],164,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,10CJA00DT100STORE,的核心KKS码为,"['核心标识', '核心代码', '核心编码']",[],165,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,STORE,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],166,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,UNIT TEMP SETP GT,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],167,Relation
测点SGC.CHANGXING_1.10CJA00DT100STORE,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],168,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,_XK94,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],169,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,null,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],170,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],171,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,EZ621,用于监测设备,"['监测工具', '传感组件', '检测设备', '监控装置']",[],172,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,EZ,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],173,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,621,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],174,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,YIXING_1 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],175,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,10 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],176,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,50 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],177,Relation
测点SGC.YIXING_1.10MAA50EZ621_XK94,MAA 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],178,Relation
67. SIHUI_2 电厂,20 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],179,Relation
20 号机组,MBA 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],180,Relation
MBA 主系统,26 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],181,Relation
26 区域,设备 CT108,部署,"['部署到位', '设置', '安排', '布置']",[],182,Relation
设备 CT108,CT,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],183,Relation
设备 CT108,108,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],184,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,20MBA26CT108AXQ01,核心 KKS 码为,"['关联码', '对应', '关联', '核心编码']",[],185,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,AXQ01,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],186,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,TURBINE EXHAUST GAS TEMP A 8,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],187,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,°,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],188,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,CT108,用于监测设备,"['监测工具', '传感组件', '检测设备', '监控装置']",[],189,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,CT,用于监测的设备类型为,"['检测装置', '监测设备', '测量仪器', '监控工具', '传感装置']",[],190,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,108,用于监测的设备序列号为,"['监测设备编号', '设备识别码', '监测序列号', '监测标识']",[],191,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,SIHUI_2 电厂,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],192,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,20 号机组,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],193,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,26 区域,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],194,Relation
测点SGC.SIHUI_2.20MBA26CT108AXQ01,MBA 主系统,位于,"['处于', '位于某处', '在...之中', '定位', '置于']",[],195,Relation
68. GANLU_1 电厂,10 号机组,包含,"['包括', '包含在内', '包含', '涵盖', '容纳']",[],196,Relation
10 号机组,MBH 主系统,配置,"['调配', '设置', '配备', '安排', '布置']",[],197,Relation
MBH 主系统,22 区域,划分,"['分类', '区分', '分割', '划分界限', '划分区域']",[],198,Relation
22 区域,设备 AA102,部署,"['部署到位', '设置', '安排', '布置']",[],199,Relation
设备 AA102,AA,设备类型是,"['设备类别', '属于类型', '类型归属', '设备分类']",[],200,Relation
设备 AA102,102,设备序列号是,"['唯一识别码', '识别标签', '设备编号', '序列标识']",[],201,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,10MBH22AA102XC91,核心 KKS 码为,"['关联码', '对应', '关联', '核心编码']",[],202,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,XC91,无效代码标识为,"['标示为无用', '标注为不可用', '标记为无效', '识别为错误']",[],203,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,COOL. AIR FLAP 2 STAGE 2 CONTROL,功能描述为,"['实现功能', '承担职责', '执行作用', '具备能力']",[],204,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,null,测量值单位为,"['量纲', '单位', '单位制', '度量单位', '标度']",[],205,Relation
测点SGC.GANLU_1.10MBH22AA102XC91,AA102,用于监测设备,"['监测工具', '传感组件', '检测设备', '监控装置']",[],206,Relation
